Question,Answer,source,user_text,assistant_text,user_words,assistant_words,length_ratio,assistant_fkg
Why do some people need glasses?,"Glasses help our eyes focus on things properly. Sometimes our eyes are a little differently shaped, and glasses help them see clearly. ",child_qa,Why do some people need glasses?,"Glasses help our eyes focus on things properly. Sometimes our eyes are a little differently shaped, and glasses help them see clearly. ",6,22,3.6666666666666665,6.936363636363637
Can you build a simple machine using things from around your house?,"Absolutely! Try stacking some books and using a ruler as a lever to lift them, or creating a ramp with a board and seeing how it makes rolling a toy car easier. ",child_qa,Can you build a simple machine using things from around your house?,"Absolutely! Try stacking some books and using a ruler as a lever to lift them, or creating a ramp with a board and seeing how it makes rolling a toy car easier. ",12,32,2.6666666666666665,13.48375
"If you want something really badly, how might you feel?",You might feel eager or excited!  Maybe you can't wait for your birthday or a special trip.,child_qa,"If you want something really badly, how might you feel?",You might feel eager or excited!  Maybe you can't wait for your birthday or a special trip.,10,17,1.7,3.6897058823529427
"If something is 'sticky', what happens when you touch it?","It sticks to your fingers! Think of how tape, honey, or glue feels when you touch them.",child_qa,"If something is 'sticky', what happens when you touch it?","It sticks to your fingers! Think of how tape, honey, or glue feels when you touch them.",10,17,1.7,0.9132352941176478
Why are some rocks smooth and some rough?,"Rocks get smoothed by wind, water, and even bumping into each other. It's like nature's sandpaper!",child_qa,Why are some rocks smooth and some rough?,"Rocks get smoothed by wind, water, and even bumping into each other. It's like nature's sandpaper!",8,16,2.0,5.230000000000004
What could you use to measure how heavy you are?,A scale!  We stand on a scale to find out our weight.,child_qa,What could you use to measure how heavy you are?,A scale!  We stand on a scale to find out our weight.,10,12,1.2,1.8733333333333313
How many inches are in one foot?,There are 12 inches in one foot.,child_qa,How many inches are in one foot?,There are 12 inches in one foot.,7,7,1.0,0.6257142857142846
There are lots of choices of cereal! How do you decide which one to try?,"Read the labels!  Look for ones with whole grains, less sugar, and maybe a flavor you like.",child_qa,There are lots of choices of cereal! How do you decide which one to try?,"Read the labels!  Look for ones with whole grains, less sugar, and maybe a flavor you like.",15,17,1.1333333333333333,2.301470588235297
Does cheese come from plants or animals?,"Animals!  Cheese is made from milk, which comes from cows.",child_qa,Does cheese come from plants or animals?,"Animals!  Cheese is made from milk, which comes from cows.",7,10,1.4285714285714286,2.4700000000000024
Is it okay to ask for a sample or taste of something at the grocery store before buying it?,Sometimes! Stores often have sample stations where you can try things.,child_qa,Is it okay to ask for a sample or taste of something at the grocery store before buying it?,Sometimes! Stores often have sample stations where you can try things.,19,11,0.5789473684210527,4.790909090909089
"If a table is 3 feet long, how many inches long is it?","It's 36 inches long. (Since each foot is 12 inches, we do 3 x 12 = 36)",child_qa,"If a table is 3 feet long, how many inches long is it?","It's 36 inches long. (Since each foot is 12 inches, we do 3 x 12 = 36)",13,17,1.3076923076923077,0.8049999999999997
Do you know a solid shape that looks like a party hat?,A cone!,child_qa,Do you know a solid shape that looks like a party hat?,A cone!,12,2,0.16666666666666666,-3.01
What is bread made from?,"Grains, like wheat or oats!",child_qa,What is bread made from?,"Grains, like wheat or oats!",5,5,1.0,-1.8399999999999999
Should you wash your hands with hot or cold water?,Either works!  The important part is using soap and scrubbing well.,child_qa,Should you wash your hands with hot or cold water?,Either works!  The important part is using soap and scrubbing well.,10,11,1.1,5.863636363636363
What are the first ten numbers you learn to count?,"One, two, three, four, five, six, seven, eight, nine, and ten!",child_qa,What are the first ten numbers you learn to count?,"One, two, three, four, five, six, seven, eight, nine, and ten!",10,11,1.1,1.572727272727274
Is a pencil longer or shorter than your foot?,A pencil is shorter than your foot.,child_qa,Is a pencil longer or shorter than your foot?,A pencil is shorter than your foot.,9,7,0.7777777777777778,2.3114285714285714
Does practicing a sport over and over help you get better at it?,Yes! Practice builds muscle memory and helps us improve our skills.,child_qa,Does practicing a sport over and over help you get better at it?,Yes! Practice builds muscle memory and helps us improve our skills.,13,11,0.8461538461538461,6.936363636363637
Is your mail carrier a helper in your community?,Yes!  They deliver important letters and packages to our homes.,child_qa,Is your mail carrier a helper in your community?,Yes!  They deliver important letters and packages to our homes.,9,10,1.1111111111111112,9.55
What do we call the shape of a stop sign?,An octagon (it has eight sides).,child_qa,What do we call the shape of a stop sign?,An octagon (it has eight sides).,10,6,0.6,2.4833333333333343
Why do we pay taxes?,"Taxes are money collected by the government to pay for things everyone uses, like roads, schools, and firefighters.",child_qa,Why do we pay taxes?,"Taxes are money collected by the government to pay for things everyone uses, like roads, schools, and firefighters.",5,18,3.6,11.096666666666668
Can you draw a picture of yourself?,That's called a portrait!,child_qa,Can you draw a picture of yourself?,That's called a portrait!,7,4,0.5714285714285714,0.7199999999999989
"When it's cold outside, what does a thermometer measure?","It measures the temperature, or how hot or cold something is.",child_qa,"When it's cold outside, what does a thermometer measure?","It measures the temperature, or how hot or cold something is.",9,11,1.2222222222222223,4.790909090909089
What's another word for 'happy'?,"Joyful, glad, cheerful, or excited could all work!",child_qa,What's another word for 'happy'?,"Joyful, glad, cheerful, or excited could all work!",5,8,1.6,5.230000000000004
Do builders have to work as a team?,Definitely!  It takes lots of different people with different skills to get a big job done.,child_qa,Do builders have to work as a team?,Definitely!  It takes lots of different people with different skills to get a big job done.,8,16,2.0,8.350000000000005
Are quesadillas easy to make?,"Yes!  Just cheese and a tortilla warmed up, then add what you like!",child_qa,Are quesadillas easy to make?,"Yes!  Just cheese and a tortilla warmed up, then add what you like!",5,13,2.6,3.0953846153846136
Where do apples come from?,Apples grow on trees!,child_qa,Where do apples come from?,Apples grow on trees!,5,4,0.8,0.7199999999999989
Can you see a clock in your house?  What parts of a clock help us tell time?,"The numbers, the big hand for minutes, and the little hand for hours all help us tell time!",child_qa,Can you see a clock in your house?  What parts of a clock help us tell time?,"The numbers, the big hand for minutes, and the little hand for hours all help us tell time!",17,18,1.0588235294117647,5.852222222222224
Can you use your fingers to paint?,Absolutely! Fingerpainting is messy and fun.,child_qa,Can you use your fingers to paint?,Absolutely! Fingerpainting is messy and fun.,7,6,0.8571428571428571,12.316666666666666
Artists mix colors on a special flat board. What's it called?,A palette - it's like a rainbow workstation!,child_qa,Artists mix colors on a special flat board. What's it called?,A palette - it's like a rainbow workstation!,11,8,0.7272727272727273,5.682857142857145
"If you want to build something, is it important to have a plan?",It helps!  Even a simple sketch can help you figure out what you need and how to put it together.,child_qa,"If you want to build something, is it important to have a plan?",It helps!  Even a simple sketch can help you figure out what you need and how to put it together.,13,20,1.5384615384615385,6.960000000000001
Why do we need to sleep?,Sleep is like a rest time for our bodies and brains. It helps us recharge and feel ready for a new day!,child_qa,Why do we need to sleep?,Sleep is like a rest time for our bodies and brains. It helps us recharge and feel ready for a new day!,6,22,3.6666666666666665,2.645454545454548
Why does food cook faster in a pressure cooker?,"Pressure cookers trap steam, which makes the temperature inside get super high. This helps food cook much faster!",child_qa,Why does food cook faster in a pressure cooker?,"Pressure cookers trap steam, which makes the temperature inside get super high. This helps food cook much faster!",9,18,2.0,4.308888888888891
What's the opposite of 'start'?,"Stop, finish, or end.",child_qa,What's the opposite of 'start'?,"Stop, finish, or end.",5,4,0.8,0.7199999999999989
Do you have to be good at a sport to have fun playing?,Nope!  The fun part is trying your best and playing with friends or family.,child_qa,Do you have to be good at a sport to have fun playing?,Nope!  The fun part is trying your best and playing with friends or family.,13,14,1.0769230769230769,5.041428571428572
Where can you find a ramp besides a slide at the playground?,"Wheelchair ramps make it easier for people to get into buildings, and moving trucks use ramps to load and unload stuff.  ",child_qa,Where can you find a ramp besides a slide at the playground?,"Wheelchair ramps make it easier for people to get into buildings, and moving trucks use ramps to load and unload stuff.  ",12,21,1.75,8.895238095238096
Can you name some nouns in your room?,"Answers will vary, but could include things like: bed, desk, toy, book, etc.",child_qa,Can you name some nouns in your room?,"Answers will vary, but could include things like: bed, desk, toy, book, etc.",8,13,1.625,6.726153846153846
Name a food that's crunchy.,"Carrots, celery, apples... (let the child name them!)",child_qa,Name a food that's crunchy.,"Carrots, celery, apples... (let the child name them!)",5,8,1.6,3.6700000000000017
Why do we say please and thank you?,Saying please and thank you shows good manners! It's a way of being polite and showing appreciation to others.,child_qa,Why do we say please and thank you?,Saying please and thank you shows good manners! It's a way of being polite and showing appreciation to others.,8,19,2.375,6.125526315789475
"If a word starts with a capital letter, what does that usually mean?","It might be a name, the first word of a sentence, or an important word.",child_qa,"If a word starts with a capital letter, what does that usually mean?","It might be a name, the first word of a sentence, or an important word.",13,15,1.1538461538461537,4.420000000000002
What happens to the food we eat?,Our bodies take a wild digestion journey! Food gets broken down along the way and our body grabs the good stuff for energy.,child_qa,What happens to the food we eat?,Our bodies take a wild digestion journey! Food gets broken down along the way and our body grabs the good stuff for energy.,7,23,3.2857142857142856,6.3384782608695645
Do you think playing video games can help you become a better problem-solver?,"Sometimes! Many games involve puzzles, strategies, and having to figure things out to get to the next level.",child_qa,Do you think playing video games can help you become a better problem-solver?,"Sometimes! Many games involve puzzles, strategies, and having to figure things out to get to the next level.",13,18,1.3846153846153846,9.130000000000003
Can you find levers anywhere in your house?,"Look closely!  Doorknobs, light switches, scissors, and even the handle on a faucet all use a lever.",child_qa,Can you find levers anywhere in your house?,"Look closely!  Doorknobs, light switches, scissors, and even the handle on a faucet all use a lever.",8,17,2.125,8.39294117647059
"Why do frogs have long, sticky tongues?","Their long, sticky tongues help frogs snatch bugs for a quick and easy meal.",child_qa,"Why do frogs have long, sticky tongues?","Their long, sticky tongues help frogs snatch bugs for a quick and easy meal.",7,14,2.0,3.355714285714285
What's a good way to keep your immune system strong? ,"Eating healthy foods, washing your hands, getting enough sleep, and playing outside!",child_qa,What's a good way to keep your immune system strong? ,"Eating healthy foods, washing your hands, getting enough sleep, and playing outside!",10,12,1.2,7.773333333333333
Can playing video games count as exercise?,"There are some that get you moving, but most don't.  Active play is better for exercise.",child_qa,Can playing video games count as exercise?,"There are some that get you moving, but most don't.  Active play is better for exercise.",7,16,2.2857142857142856,3.017500000000002
"Where can you find new, healthy recipes to try?","In cookbooks, online, or you can ask a grown-up for their favorites!",child_qa,"Where can you find new, healthy recipes to try?","In cookbooks, online, or you can ask a grown-up for their favorites!",9,12,1.3333333333333333,5.806666666666668
What do we call a big competition where athletes try to win medals?,The Olympics!,child_qa,What do we call a big competition where athletes try to win medals?,The Olympics!,13,2,0.15384615384615385,8.790000000000003
Why does our hair grow long?,"Hair grows from tiny little pockets in our skin called follicles. Cells in the follicles keep making new hair, which is why it gets longer!",child_qa,Why does our hair grow long?,"Hair grows from tiny little pockets in our skin called follicles. Cells in the follicles keep making new hair, which is why it gets longer!",6,25,4.166666666666667,5.805
"What is a vote, and why is it important?",Voting is how we choose our leaders. It's a way for everyone to have a say in how things are decided in their community.,child_qa,"What is a vote, and why is it important?",Voting is how we choose our leaders. It's a way for everyone to have a say in how things are decided in their community.,9,24,2.6666666666666665,5.806666666666668
Why do athletes need a good diet?,Healthy food gives our bodies the fuel (energy) and nutrients they need to perform their best and stay strong.,child_qa,Why do athletes need a good diet?,Healthy food gives our bodies the fuel (energy) and nutrients they need to perform their best and stay strong.,7,19,2.7142857142857144,9.209473684210526
Why do grocery stores keep milk and cheese refrigerated?,To keep them cold and fresh so they don't go bad too quickly.,child_qa,Why do grocery stores keep milk and cheese refrigerated?,To keep them cold and fresh so they don't go bad too quickly.,9,13,1.4444444444444444,2.187692307692309
What simple salad dressings can you make by whisking things together?,"Olive oil and lemon juice, honey mustard, or Italian dressing!",child_qa,What simple salad dressings can you make by whisking things together?,"Olive oil and lemon juice, honey mustard, or Italian dressing!",11,10,0.9090909090909091,8.370000000000001
Why do some people have freckles?,"Freckles are tiny spots where the skin has more melanin (that stuff that gives color). Some people are born with them, and they can get darker in the sun!",child_qa,Why do some people have freckles?,"Freckles are tiny spots where the skin has more melanin (that stuff that gives color). Some people are born with them, and they can get darker in the sun!",6,29,4.833333333333333,4.7132758620689685
What are some ways to show your family you love them?,"Hugs, saying 'I love you', helping out, spending time together, making them a card or drawing.",child_qa,What are some ways to show your family you love them?,"Hugs, saying 'I love you', helping out, spending time together, making them a card or drawing.",11,16,1.4545454545454546,7.612500000000001
Why do some animals sleep during the winter?,Some animals take a super deep winter sleep called hibernation – it's like a super long nap!  It helps them save energy when it's cold and food is scarce.,child_qa,Why do some animals sleep during the winter?,Some animals take a super deep winter sleep called hibernation – it's like a super long nap!  It helps them save energy when it's cold and food is scarce.,8,29,3.625,5.884285714285717
What is the capital of France?,Paris,child_qa,What is the capital of France?,Paris,6,1,0.16666666666666666,8.400000000000002
Where does our garbage go?,"Garbage trucks take our trash to special places.  Some is buried in landfills, some is burned, and some is recycled!",child_qa,Where does our garbage go?,"Garbage trucks take our trash to special places.  Some is buried in landfills, some is burned, and some is recycled!",5,20,4.0,4.830000000000002
Why do people wear different traditional clothing?,"Clothes often reflect climate, culture, religious beliefs, and show what's special to a group of people.",child_qa,Why do people wear different traditional clothing?,"Clothes often reflect climate, culture, religious beliefs, and show what's special to a group of people.",7,16,2.2857142857142856,9.087500000000002
Why do we sometimes get bruises?,Bruises happen when we bump ourselves and tiny blood vessels under the skin break.  It's like a little colorful ouch badge!,child_qa,Why do we sometimes get bruises?,Bruises happen when we bump ourselves and tiny blood vessels under the skin break.  It's like a little colorful ouch badge!,6,21,3.5,5.92404761904762
What are some adjectives to describe a tree?,"Tall, green, leafy, rough...",child_qa,What are some adjectives to describe a tree?,"Tall, green, leafy, rough...",8,4,0.5,0.7199999999999989
Can rocks change?,"Definitely! Heat, pressure, and weather can change one type of rock into another slowly over time.",child_qa,Can rocks change?,"Definitely! Heat, pressure, and weather can change one type of rock into another slowly over time.",3,16,5.333333333333333,9.825
Can animals talk to each other?,"Animals talk in different ways! They might use sounds, smells, body movements, or even dances like bees do.",child_qa,Can animals talk to each other?,"Animals talk in different ways! They might use sounds, smells, body movements, or even dances like bees do.",6,18,3.0,4.964444444444446
Are plastic water bottles a responsible choice?,No! A reusable water bottle is much better for the environment.,child_qa,Are plastic water bottles a responsible choice?,No! A reusable water bottle is much better for the environment.,7,11,1.5714285714285714,10.154545454545456
What is whole grain bread made from?,Grains like wheat or oats. It's healthier than white bread.,child_qa,What is whole grain bread made from?,Grains like wheat or oats. It's healthier than white bread.,7,10,1.4285714285714286,0.5199999999999996
Which Disney princess has a pet tiger named Rajah?,Princess Jasmine,child_qa,Which Disney princess has a pet tiger named Rajah?,Princess Jasmine,9,2,0.2222222222222222,8.790000000000003
What do you need to wear on your feet to go play in the snow?,Boots!,child_qa,What do you need to wear on your feet to go play in the snow?,Boots!,15,1,0.06666666666666667,-3.3999999999999986
"If it's raining outside, how could we measure how much rain has fallen?",With a rain gauge! It's like a special cup with markings to show how many inches of rain.,child_qa,"If it's raining outside, how could we measure how much rain has fallen?",With a rain gauge! It's like a special cup with markings to show how many inches of rain.,13,18,1.3846153846153846,2.342222222222226
Name something we can grow in a garden.,"Tomatoes, cucumbers, beans, peppers... (let the child name them!)",child_qa,Name something we can grow in a garden.,"Tomatoes, cucumbers, beans, peppers... (let the child name them!)",8,9,1.125,4.520555555555557
Why do astronauts wear spacesuits?,"Spacesuits are like tiny spaceships for people! They provide air, protect from extreme temperatures, and keep them safe in space.",child_qa,Why do astronauts wear spacesuits?,"Spacesuits are like tiny spaceships for people! They provide air, protect from extreme temperatures, and keep them safe in space.",5,20,4.0,5.419999999999998
Is it important to listen to your body when you're feeling full?,Yes!  It's telling you it has enough energy for now.,child_qa,Is it important to listen to your body when you're feeling full?,Yes!  It's telling you it has enough energy for now.,12,10,0.8333333333333334,4.830000000000002
How many continents are there?,"Seven! North America, South America, Europe, Asia, Africa, Australia, and Antarctica",child_qa,How many continents are there?,"Seven! North America, South America, Europe, Asia, Africa, Australia, and Antarctica",5,11,2.2,17.663636363636368
What is a problem?,"Something that needs fixing, a puzzle to figure out, or a challenge to overcome.",child_qa,What is a problem?,"Something that needs fixing, a puzzle to figure out, or a challenge to overcome.",4,14,3.5,7.570000000000004
Photos can be beautiful art too! What would you like to take a picture of?,"A flower, your pet, a cool building... anything that catches your eye!",child_qa,Photos can be beautiful art too! What would you like to take a picture of?,"A flower, your pet, a cool building... anything that catches your eye!",15,12,0.8,3.4666666666666686
Why does being strong help you climb up on the playground?,Strong muscles help you pull yourself up and have the energy to climb!,child_qa,Why does being strong help you climb up on the playground?,Strong muscles help you pull yourself up and have the energy to climb!,11,13,1.1818181818181819,4.91076923076923
Is it okay to hit someone back if they hit me?,"Violence is never the answer.  If someone hits you, the best thing to do is walk away and tell a teacher or grown-up. They can help you deal with the situation.",child_qa,Is it okay to hit someone back if they hit me?,"Violence is never the answer.  If someone hits you, the best thing to do is walk away and tell a teacher or grown-up. They can help you deal with the situation.",11,31,2.8181818181818183,4.427096774193547
Why is ice slippery?,"Ice has a thin layer of water on top when it gets a little warmer. That water reduces friction, making it super slippery!",child_qa,Why is ice slippery?,"Ice has a thin layer of water on top when it gets a little warmer. That water reduces friction, making it super slippery!",4,23,5.75,6.851521739130437
What color do you get when you mix blue and yellow?,Green!,child_qa,What color do you get when you mix blue and yellow?,Green!,11,1,0.09090909090909091,-3.3999999999999986
Is it okay to make a mess sometimes when you're cooking?,A little mess is expected! The important part is having fun and cleaning up together afterward.,child_qa,Is it okay to make a mess sometimes when you're cooking?,A little mess is expected! The important part is having fun and cleaning up together afterward.,11,16,1.4545454545454546,7.442500000000003
Do penguins live in the North Pole or South Pole?,Penguins live in the South Pole! Polar bears are found in the North Pole.,child_qa,Do penguins live in the North Pole or South Pole?,Penguins live in the South Pole! Polar bears are found in the North Pole.,10,14,1.4,0.6257142857142846
Why is it good to have a variety of colors on your plate?,Different colored foods have different vitamins and good stuff for our bodies!,child_qa,Why is it good to have a variety of colors on your plate?,Different colored foods have different vitamins and good stuff for our bodies!,13,12,0.9230769230769231,9.740000000000002
What are some words that rhyme with 'cat'?,"Hat, bat, sat, mat... words with the same ending sound rhyme!",child_qa,What are some words that rhyme with 'cat'?,"Hat, bat, sat, mat... words with the same ending sound rhyme!",8,11,1.375,-0.5722727272727273
Can sharing toys spread germs?,"Yes, especially if someone puts the toy in their mouth.",child_qa,Can sharing toys spread germs?,"Yes, especially if someone puts the toy in their mouth.",5,10,2.0,3.650000000000002
Do your clothes look the same as clothes kids in other countries wear?,There might be similarities and differences!  Our clothes often reflect the weather where we live.,child_qa,Do your clothes look the same as clothes kids in other countries wear?,There might be similarities and differences!  Our clothes often reflect the weather where we live.,13,15,1.1538461538461537,7.7883333333333375
Have you seen a painting with a magical night sky filled with swirls? What is it called?,"The artist Van Gogh painted it, and he called it Starry Night.",child_qa,Have you seen a painting with a magical night sky filled with swirls? What is it called?,"The artist Van Gogh painted it, and he called it Starry Night.",17,12,0.7058823529411765,3.84
"When you tie your shoes, what kind of problem are you solving?",How to keep them on your feet!  You're figuring out the right steps to tie a secure knot.,child_qa,"When you tie your shoes, what kind of problem are you solving?",How to keep them on your feet!  You're figuring out the right steps to tie a secure knot.,12,18,1.5,1.6866666666666674
"Should you always try new foods, even once?",Yes! You might be surprised and find something you really like.,child_qa,"Should you always try new foods, even once?",Yes! You might be surprised and find something you really like.,8,11,1.375,3.7181818181818187
"Which is longer, a sentence or a paragraph?",A paragraph! It has a group of sentences about one topic. ,child_qa,"Which is longer, a sentence or a paragraph?",A paragraph! It has a group of sentences about one topic. ,8,11,1.375,6.936363636363637
"What's more fun: following a recipe exactly, or experimenting a little with flavors you like?","Both are fun!  Recipes teach you basics, then you can get creative.",child_qa,"What's more fun: following a recipe exactly, or experimenting a little with flavors you like?","Both are fun!  Recipes teach you basics, then you can get creative.",15,12,0.8,3.4666666666666686
How many ounces are in one pound?,There are 16 ounces in one pound.,child_qa,How many ounces are in one pound?,There are 16 ounces in one pound.,7,7,1.0,0.6257142857142846
"If you get sick at night, can you still go to the doctor?",Sometimes!  Urgent care centers or emergency rooms are open when regular doctor's offices are closed.,child_qa,"If you get sick at night, can you still go to the doctor?",Sometimes!  Urgent care centers or emergency rooms are open when regular doctor's offices are closed.,13,15,1.1538461538461537,11.500000000000004
What is an architect?,They design the buildings!  They draw plans that the builders follow.,child_qa,What is an architect?,They design the buildings!  They draw plans that the builders follow.,4,11,2.75,2.6459090909090897
What does a 'helper' do?,"Helpers are people who make our lives better.  They might keep us safe, teach us things, or help when we're sick.",child_qa,What does a 'helper' do?,"Helpers are people who make our lives better.  They might keep us safe, teach us things, or help when we're sick.",5,21,4.2,2.55261904761905
What were some inventions from ancient China?,"Paper, printing, gunpowder, and the compass are just a few!",child_qa,What were some inventions from ancient China?,"Paper, printing, gunpowder, and the compass are just a few!",7,10,1.4285714285714286,6.010000000000002
How do plants help us breathe?,"Plants make oxygen, which is the stuff we breathe in! They're like little air fresheners for the whole planet.",child_qa,How do plants help us breathe?,"Plants make oxygen, which is the stuff we breathe in! They're like little air fresheners for the whole planet.",6,19,3.1666666666666665,3.641315789473687
Sketching is like a quick drawing to capture an idea. What happens in a detailed drawing?,A detailed drawing takes more time and shows lots of small parts.,child_qa,Sketching is like a quick drawing to capture an idea. What happens in a detailed drawing?,A detailed drawing takes more time and shows lots of small parts.,16,12,0.75,2.8566666666666656
What solid shape looks like a box?,A cube or a rectangular prism.,child_qa,What solid shape looks like a box?,A cube or a rectangular prism.,7,6,0.8571428571428571,6.416666666666668
Where do you keep foods that need to stay cold?,In the refrigerator!,child_qa,Where do you keep foods that need to stay cold?,In the refrigerator!,10,3,0.3,13.113333333333333
Can you name some healthy snacks?,"Apples, carrot sticks, yogurt, nuts, or whole grain crackers.",child_qa,Can you name some healthy snacks?,"Apples, carrot sticks, yogurt, nuts, or whole grain crackers.",6,9,1.5,4.964444444444446
What do we use to talk to each other?,We use language! That means words and sounds we put together.,child_qa,What do we use to talk to each other?,We use language! That means words and sounds we put together.,9,11,1.2222222222222223,1.5731818181818191
Why was the Titanic a famous ship?,It was a huge luxury ship that tragically sank on its first voyage after hitting an iceberg.,child_qa,Why was the Titanic a famous ship?,It was a huge luxury ship that tragically sank on its first voyage after hitting an iceberg.,7,17,2.4285714285714284,8.39294117647059
What is a synonym? ,A word that means the same or almost the same as another word.  Like 'happy' and 'joyful' are synonyms.,child_qa,What is a synonym? ,A word that means the same or almost the same as another word.  Like 'happy' and 'joyful' are synonyms.,4,19,4.75,3.641315789473687
What clothes do you put on first when you get dressed?,Underwear usually goes on first!,child_qa,What clothes do you put on first when you get dressed?,Underwear usually goes on first!,11,5,0.45454545454545453,9.96
Where does rain come from?,"Rain comes from clouds! Water on the ground warms up, turns into invisible vapor, and makes clouds. When the clouds get too heavy, it rains!",child_qa,Where does rain come from?,"Rain comes from clouds! Water on the ground warms up, turns into invisible vapor, and makes clouds. When the clouds get too heavy, it rains!",5,25,5.0,2.764000000000003
Why can we stand on the ground without sinking?,The ground pushes back up against our feet with an equal force! This is called a reaction force.,child_qa,Why can we stand on the ground without sinking?,The ground pushes back up against our feet with an equal force! This is called a reaction force.,9,18,2.0,3.653333333333336
What should be the biggest part of a healthy meal?,Fruits and vegetables!,child_qa,What should be the biggest part of a healthy meal?,Fruits and vegetables!,10,3,0.3,5.246666666666666
What do teachers do?,They help us learn new things and share their knowledge!,child_qa,What do teachers do?,They help us learn new things and share their knowledge!,4,10,2.5,1.2900000000000027
Why is drinking water important?,Our bodies are mostly water! We need to drink more to stay hydrated and help all our body parts work properly.,child_qa,Why is drinking water important?,Our bodies are mostly water! We need to drink more to stay hydrated and help all our body parts work properly.,5,21,4.2,5.92404761904762
Can you use your favorite book to practice your reading?,Yes! Reading the same book over and over helps you learn new words and get faster.,child_qa,Can you use your favorite book to practice your reading?,Yes! Reading the same book over and over helps you learn new words and get faster.,10,16,1.6,5.400000000000002
Is being patient important for both engineers and doctors?,"Yes! Engineering projects can take time, and doctors need patience when caring for people.",child_qa,Is being patient important for both engineers and doctors?,"Yes! Engineering projects can take time, and doctors need patience when caring for people.",9,14,1.5555555555555556,8.412857142857145
Have you ever seen a train? What kind of tracks does it travel on?,Trains connect cities and towns. They ride on long metal tracks that stretch for miles.,child_qa,Have you ever seen a train? What kind of tracks does it travel on?,Trains connect cities and towns. They ride on long metal tracks that stretch for miles.,14,15,1.0714285714285714,1.495000000000001
"What is a job, and why do people work?","A job is a task someone does regularly to earn money. People work to buy what they need, take care of themselves, and sometimes do things they enjoy!",child_qa,"What is a job, and why do people work?","A job is a task someone does regularly to earn money. People work to buy what they need, take care of themselves, and sometimes do things they enjoy!",9,28,3.111111111111111,5.462857142857143
Would you rather make a sweet treat or a savory snack to cook?,It depends! Both can be delicious.,child_qa,Would you rather make a sweet treat or a savory snack to cook?,It depends! Both can be delicious.,13,6,0.46153846153846156,4.450000000000003
Is it harder to learn a sport when you're younger or older?,"Sometimes it's easier when you're younger, but anyone can learn with practice!",child_qa,Is it harder to learn a sport when you're younger or older?,"Sometimes it's easier when you're younger, but anyone can learn with practice!",12,12,1.0,7.773333333333333
What are shapes?,"Shapes are flat, closed figures with sides – like squares, circles, and triangles.",child_qa,What are shapes?,"Shapes are flat, closed figures with sides – like squares, circles, and triangles.",3,13,4.333333333333333,4.823333333333334
Can solving a problem sometimes involve teamwork?,Very often! Putting your brains together can lead to better solutions.,child_qa,Can solving a problem sometimes involve teamwork?,Very often! Putting your brains together can lead to better solutions.,7,11,1.5714285714285714,9.081818181818182
Can you name 3 red fruits or vegetables?,"Strawberries, apples, tomatoes, peppers, etc.",child_qa,Can you name 3 red fruits or vegetables?,"Strawberries, apples, tomatoes, peppers, etc.",8,5,0.625,19.400000000000002
What kind of vehicles do you see on the road most often?,"Cars, trucks, and buses are very common!",child_qa,What kind of vehicles do you see on the road most often?,"Cars, trucks, and buses are very common!",12,7,0.5833333333333334,3.997142857142858
"If you break a bone, what kind of doctor might help fix it?",An orthopedic doctor specializes in bones and joints.,child_qa,"If you break a bone, what kind of doctor might help fix it?",An orthopedic doctor specializes in bones and joints.,13,8,0.6153846153846154,9.655000000000001
Why do we get stronger when we exercise?,"Exercise makes tiny tears in our muscles. As they heal, those muscles grow back a little bit bigger and stronger.",child_qa,Why do we get stronger when we exercise?,"Exercise makes tiny tears in our muscles. As they heal, those muscles grow back a little bit bigger and stronger.",8,20,2.5,5.419999999999998
"When you're swinging on a swingset, what simple machine are you using?","It might seem surprising, but swings are actually a type of lever! The middle point where the chain is attached is like the point a lever rests on, and you move back and forth on either side.",child_qa,"When you're swinging on a swingset, what simple machine are you using?","It might seem surprising, but swings are actually a type of lever! The middle point where the chain is attached is like the point a lever rests on, and you move back and forth on either side.",12,37,3.0833333333333335,6.614189189189187
Which word means happy and excited?,"Joyful! When you feel joyful, you might want to jump up and down, or smile really big!",child_qa,Which word means happy and excited?,"Joyful! When you feel joyful, you might want to jump up and down, or smile really big!",6,17,2.8333333333333335,4.92235294117647
Can gardening be a form of exercise?,"It can!  Digging, weeding, and carrying things all use your muscles.",child_qa,Can gardening be a form of exercise?,"It can!  Digging, weeding, and carrying things all use your muscles.",7,11,1.5714285714285714,5.863636363636363
Why do we see rainbows after it rains?,"Sunlight and raindrops work together! The water bends the light, splitting it into all the colors of the rainbow.",child_qa,Why do we see rainbows after it rains?,"Sunlight and raindrops work together! The water bends the light, splitting it into all the colors of the rainbow.",8,19,2.375,5.504473684210527
What makes ice skates glide on the ice so well?,"The skate's blade melts a tiny layer of ice, creating a thin layer of water that reduces friction and lets them slide smoothly.",child_qa,What makes ice skates glide on the ice so well?,"The skate's blade melts a tiny layer of ice, creating a thin layer of water that reduces friction and lets them slide smoothly.",10,23,2.3,10.310434782608699
Are there foods from other countries you'd like to try?,"Maybe!  Chinese food, Mexican food, Indian food... there's so much out there!",child_qa,Are there foods from other countries you'd like to try?,"Maybe!  Chinese food, Mexican food, Indian food... there's so much out there!",10,12,1.2,4.450000000000003
